"","date","6290","6300","6301","27930","6318","6324","6329","6337","6354","6357","6355","6370","6373","27742","6383","6384","6409","6413","6414","6426","6427","6428","6430","6435","6447","6456","6478","6927","6489","6493","6495","6497","6501","6503","6511","6513","6516","6297","6367","6388","6443","6486"
"11855",1945-10-18,2.5,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11856",1945-10-19,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11857",1945-10-20,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11858",1945-10-21,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11859",1945-10-22,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11860",1945-10-23,0,NA,NA,NA,NA,NA,0,NA,7.1,NA,NA,NA,NA,NA,12.4,NA,NA,0,2.8,NA,NA,0,NA,NA,NA,0,23.4,NA,NA,NA,0,NA,NA,NA,7.4,5.6,22.9,0,NA,NA,NA,3.8
"11861",1945-10-24,5.1,NA,NA,NA,NA,NA,0,NA,29.7,NA,NA,NA,NA,NA,29.7,NA,NA,19.1,5.6,NA,NA,22.9,NA,NA,NA,15,0.5,NA,NA,NA,31.5,NA,NA,NA,27.2,31.8,16.5,19.8,NA,NA,NA,30
"11862",1945-10-25,22.1,NA,NA,NA,NA,NA,0,NA,6.9,NA,NA,NA,NA,NA,11.4,NA,NA,33.5,1.8,NA,NA,0,NA,NA,NA,24.1,4.8,NA,NA,NA,0,NA,NA,NA,10.2,5.8,14.2,8.1,NA,NA,NA,3.3
"11863",1945-10-26,4.3,NA,NA,NA,NA,NA,0,NA,18.8,NA,NA,NA,NA,NA,26.7,NA,NA,34.3,26.4,NA,NA,0,NA,NA,NA,8.4,32.5,NA,NA,NA,45,NA,NA,NA,29.7,11.7,18,36.3,NA,NA,NA,49.3
"11864",1945-10-27,36.8,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,7.6,NA,NA,0,0.3,NA,NA,40.6,NA,NA,NA,45,3.8,NA,NA,NA,2.3,NA,NA,NA,0.8,2,0,24.6,NA,NA,NA,0.5
"11865",1945-10-28,3.6,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11866",1945-10-29,0,NA,NA,NA,NA,NA,78,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,1.8,NA,NA,NA,0.3,0.3,0,0,NA,NA,NA,1
"11867",1945-10-30,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,12.2,NA,NA,NA,0
"11868",1945-10-31,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,7.4,23.1,NA,NA,25.4,NA,NA,NA,0,14.7,NA,NA,NA,3.3,NA,NA,NA,9.7,16.8,2,0,NA,NA,NA,3.8
"11869",1946-05-01,10.7,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,15.2,0,NA,NA,NA,7.6,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11870",1946-05-02,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11871",1946-05-03,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11872",1946-05-04,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11873",1946-05-05,0,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,21.1,NA,NA,14.2,3.8,NA,NA,0,NA,NA,NA,0,2.5,NA,NA,NA,7.4,NA,NA,NA,8.9,9.7,19.6,0,NA,NA,NA,4.3
"11874",1946-05-06,3.3,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,1,NA,NA,0,5.1,NA,NA,10.2,NA,NA,NA,18,0,NA,NA,NA,0.5,NA,NA,NA,0,0.8,0.5,13.2,NA,NA,NA,16.5
"11875",1946-05-07,0,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,9.9,NA,NA,0,0.5,NA,NA,0,NA,NA,NA,0,0.8,NA,NA,NA,0,NA,NA,NA,6.4,3.8,13.5,0,NA,NA,NA,0
"11876",1946-05-08,31.2,NA,NA,NA,NA,NA,NA,NA,16.3,NA,NA,NA,NA,NA,15.2,NA,NA,0,9.1,NA,NA,22.4,NA,NA,NA,5.1,21.6,NA,NA,NA,22.4,NA,NA,NA,16,18.8,6.1,25.4,NA,NA,NA,26.7
"11877",1946-05-09,0,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,0.5,NA,NA,13.2,0.3,NA,NA,0,NA,NA,NA,19.1,0,NA,NA,NA,0.8,NA,NA,NA,0,0.5,1,0,NA,NA,NA,0
"11878",1946-05-10,0,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,20.8,NA,NA,0,0.3,NA,NA,5.1,NA,NA,NA,0,0.8,NA,NA,NA,0.8,NA,NA,NA,0,0,0,0,NA,NA,NA,2.5
"11879",1946-05-11,0,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,9.9,NA,NA,0,3.8,NA,NA,0,NA,NA,NA,0,1.5,NA,NA,NA,10.9,NA,NA,NA,2,2.3,9.4,0,NA,NA,NA,8.4
"11880",1946-05-12,0,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,7.1,NA,NA,0.8,0.3,NA,NA,13.7,NA,NA,NA,11.7,3.8,NA,NA,NA,0,NA,NA,NA,2.8,2.3,9.1,20.3,NA,NA,NA,10.2
"11881",1946-05-13,0,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,3.8,NA,NA,0.5,2.5,NA,NA,8.4,NA,NA,NA,8.9,3.3,NA,NA,NA,14.5,NA,NA,NA,1.5,1.5,2.5,3.3,NA,NA,NA,4.3
"11882",1946-05-14,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,6.6,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11883",1946-05-15,0,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,10.2,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0.5,NA,NA,NA,1.5,0.3,7.6,0,NA,NA,NA,0
"11884",1946-05-16,0,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,NA,0.3,NA,NA,0.5,4.6,NA,NA,0,NA,NA,NA,11.9,1.3,NA,NA,NA,0,NA,NA,NA,12.7,6.9,1.3,0,NA,NA,NA,1
"11885",1946-05-17,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3,NA,NA,1,0.5,NA,NA,8.4,NA,NA,NA,0.8,5.6,NA,NA,NA,9.7,NA,NA,NA,0.5,2,4.6,3,NA,NA,NA,2.8
"11886",1946-05-18,0,NA,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA,12.4,NA,NA,0,7.1,NA,NA,0,NA,NA,NA,6.1,5.1,NA,NA,NA,0,NA,NA,NA,8.1,5.1,16,0,NA,NA,NA,1.8
"11887",1946-05-19,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,2.5,NA,NA,11.9,NA,NA,NA,8.4,0,NA,NA,NA,3.8,NA,NA,NA,0,0,0,5.8,NA,NA,NA,6.1
"11888",1946-05-20,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,1.5,0.8,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11889",1946-05-21,0,NA,NA,NA,NA,NA,NA,NA,12.4,NA,NA,NA,NA,NA,7.1,NA,NA,0,14.2,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,4.6,10.4,19.6,0,NA,NA,NA,1.5
"11890",1946-05-22,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,1.3,0,NA,NA,30.5,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11891",1946-05-23,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11892",1946-05-24,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11893",1946-05-25,0,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0,NA,NA,0,4.3,NA,NA,0,NA,NA,NA,0,1.3,NA,NA,NA,0,NA,NA,NA,0,0,2.5,6.6,NA,NA,NA,0
"11894",1946-05-26,0,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,0,NA,NA,1,0.8,NA,NA,3,NA,NA,NA,0,1.8,NA,NA,NA,3.6,NA,NA,NA,6.1,3.8,1.8,4.6,NA,NA,NA,6.4
"11895",1946-05-27,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1.3,NA,NA,0,0,NA,NA,0,NA,NA,NA,3,0,NA,NA,NA,0,NA,NA,NA,0,0,10.2,0,NA,NA,NA,0
"11896",1946-05-28,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,8.4,NA,NA,0,0,NA,NA,0,NA,NA,NA,0.8,0,NA,NA,NA,0,NA,NA,NA,0,0,1,0,NA,NA,NA,0
"11897",1946-05-29,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.8,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11898",1946-05-30,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11899",1946-05-31,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,4.1,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,1,0,0,NA,NA,NA,5.1
"11900",1946-06-01,0,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,5.3,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,1.3,NA,NA,NA,1.8,1.5,8.4,0,NA,NA,NA,0
"11901",1946-06-02,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,3,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11902",1946-06-03,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11903",1946-06-04,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11904",1946-06-05,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11905",1946-06-06,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,2.8,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11906",1946-06-07,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11907",1946-06-08,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3.3,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,1,NA,NA,NA,1,NA,NA,NA,1.5,2.8,15,0,NA,NA,NA,3.8
"11908",1946-06-09,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0.5,0,NA,NA,0,NA,NA,NA,0.8,0,NA,NA,NA,0,NA,NA,NA,0,0,0,12.2,NA,NA,NA,0
"11909",1946-06-10,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0.3,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11910",1946-06-11,0,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,2.5,NA,NA,0.8,1.3,NA,NA,0,NA,NA,NA,0,0.8,NA,NA,NA,3.8,NA,NA,NA,1.5,1.8,0.3,0,NA,NA,NA,1
"11911",1946-06-12,3.3,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,2.8,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11912",1946-06-13,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1.8,NA,NA,0,0,NA,NA,1.5,NA,NA,NA,0,2,NA,NA,NA,5.1,NA,NA,NA,0,1.3,1.5,3.8,NA,NA,NA,1.5
"11913",1946-06-14,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,2.8,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11914",1946-06-15,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11915",1946-06-16,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11916",1946-06-17,0,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,0,NA,NA,0,1.5,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,22.9,NA,NA,NA,0
"11917",1946-06-18,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3.6,NA,NA,0.5,15.2,NA,NA,12.2,NA,NA,NA,0,14.7,NA,NA,NA,17.3,NA,NA,NA,8.9,8.6,3.3,0,NA,NA,NA,15.7
"11918",1946-06-19,7.9,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,4.3,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11919",1946-06-20,0,NA,NA,NA,NA,NA,NA,NA,6.4,NA,NA,NA,NA,NA,4.3,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,5.1,0,NA,NA,NA,0
"11920",1946-06-21,6.4,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,32,NA,NA,0,12.2,NA,NA,0,NA,NA,NA,0,11.4,NA,NA,NA,0,NA,NA,NA,1.3,8.9,41.1,0,NA,NA,NA,6.1
"11921",1946-06-22,27.7,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,7.4,NA,NA,12.7,0.8,NA,NA,14.7,NA,NA,NA,12.7,8.9,NA,NA,NA,17.5,NA,NA,NA,14.2,4.6,2,15.7,NA,NA,NA,11.2
"11922",1946-06-23,1.8,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,14,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11923",1946-06-24,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0.8,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0.5
"11924",1946-06-25,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,3.8,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11925",1946-06-26,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0.3,0,NA,NA,NA,0
"11926",1946-06-27,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11927",1946-06-28,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11928",1946-06-29,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,10.4,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,2,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11929",1946-06-30,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11930",1946-07-01,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,NA,5.6,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11931",1946-07-02,1.3,NA,NA,NA,NA,NA,NA,NA,23.9,NA,NA,NA,NA,NA,9.9,NA,NA,NA,16.3,NA,NA,26.2,NA,NA,NA,0,18.8,NA,NA,NA,0,NA,NA,NA,11.2,30,15.5,12.2,NA,NA,NA,0
"11932",1946-07-03,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,5.1,0,NA,NA,NA,0,NA,NA,NA,2.3,0,0,0,NA,NA,NA,0
"11933",1946-07-04,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0.3,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11934",1946-07-05,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11935",1946-07-06,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0.5
"11936",1946-07-07,6.4,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,9.7,NA,NA,NA,0.8,NA,NA,0,NA,NA,NA,0,9.4,NA,NA,NA,12.4,NA,NA,NA,1.8,5.8,0,0,NA,NA,NA,0
"11937",1946-07-08,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,9.4,0,NA,NA,NA,0,NA,NA,NA,2.8,0,0,0,NA,NA,NA,0
"11938",1946-07-09,0,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,0,NA,NA,NA,0.5,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,10.4,0,NA,NA,NA,0.3
"11939",1946-07-10,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4.1,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0.3,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0.3
"11940",1946-07-11,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11941",1946-07-12,0,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,0,NA,NA,NA,3,NA,NA,4.6,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0.5,2,0,NA,NA,NA,0
"11942",1946-07-13,0.3,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3.3,NA,NA,NA,0.8,NA,NA,0,NA,NA,NA,0.3,1,NA,NA,NA,0,NA,NA,NA,0.8,0,0,0,NA,NA,NA,0
"11943",1946-07-14,1.3,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,2.3,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11944",1946-07-15,0,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,0,NA,NA,NA,2.3,NA,NA,5.1,NA,NA,NA,1.5,1.5,NA,NA,NA,1.3,NA,NA,NA,0.8,1,0.8,0,NA,NA,NA,0
"11945",1946-07-16,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11946",1946-07-17,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11947",1946-07-18,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11948",1946-07-19,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11949",1946-07-20,4.8,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,3.3,NA,NA,5.6,NA,NA,NA,0,4.1,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,2
"11950",1946-07-21,0,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,0,NA,NA,NA,6.4,NA,NA,0,NA,NA,NA,0,6.6,NA,NA,NA,0,NA,NA,NA,0,4.1,9.1,0,NA,NA,NA,0.3
"11951",1946-07-22,4.6,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,5.3,NA,NA,NA,0.3,NA,NA,0,NA,NA,NA,8.6,0,NA,NA,NA,14.7,NA,NA,NA,3,0,0,15.2,NA,NA,NA,8.4
"11952",1946-07-23,8.1,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,6.9,NA,NA,NA,0.3,1.5,2,0,NA,NA,NA,0
"11953",1946-07-24,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3.6,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0.5,0,0,0,NA,NA,NA,0
"11954",1946-07-25,14,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0.8,NA,NA,6.1,NA,NA,NA,0.3,9.7,NA,NA,NA,0,NA,NA,NA,0.5,0,1.5,0,NA,NA,NA,16
"11955",1946-07-26,11.4,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,17.3,NA,NA,NA,0,NA,NA,0,NA,NA,NA,11.9,7.9,NA,NA,NA,18.3,NA,NA,NA,4.1,1.3,0.8,24.1,NA,NA,NA,32.8
"11956",1946-07-27,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,6.1,0,NA,NA,NA,0,NA,NA,NA,0,0,0,8.4,NA,NA,NA,0
"11957",1946-07-28,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11958",1946-07-29,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
"11959",1946-07-30,2.8,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,5.8,1.8,NA,NA,NA,0,NA,NA,NA,0,0,0,12.7,NA,NA,NA,7.6
"11960",1946-07-31,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
