Lat,Lon,pr
40.244427,-76.30185,4.4227831822978905
40.223133,-76.19229,4.39834137841356
40.201702,-76.082825,4.349948126142781
40.180122,-75.97339,4.293096358889757
40.15841,-75.864105,4.236024266405789
40.13655,-75.75488,4.221635970369102
40.114567,-75.64575,4.207003552472802
40.09243,-75.53665,4.22770233722089
40.070156,-75.42767,4.315816867745876
40.04774,-75.31879,4.3833336913089695
40.025196,-75.20996,4.404407101135256
40.00251,-75.10126,4.346783260677278
39.979675,-74.992615,4.238280407427178
39.956707,-74.88406,4.105564549086238
39.93361,-74.77557,4.106996498858231
39.910362,-74.667206,4.137064732238782
39.88699,-74.5589,4.066316689986671
39.86347,-74.450714,4.0286372190665425
39.839813,-74.34259,4.0433786471118145
39.81602,-74.23456,4.034942190977849
39.792088,-74.12662,3.9639539480994856
39.76802,-74.01877,3.8758649887834755
39.743824,-73.91101,3.863523314665151
39.719482,-73.803345,3.8362121280205748
39.695,-73.69574,3.830391120192037
39.67039,-73.58829,3.8370714049442665
39.64564,-73.480865,3.840574567899851
39.620758,-73.373566,3.8498548785670925
39.595737,-73.26636,3.865419290415751
39.570583,-73.15924,3.9032339259351714
39.545296,-73.052185,3.9483617203177768
39.519875,-72.94525,3.9612764376813607
39.49431,-72.83838,3.9962879806078013
39.468616,-72.73166,4.044747577491562
39.442795,-72.625,4.059793474277751
39.416836,-72.51843,4.096495106943711
39.390743,-72.41199,4.133727349426967
39.36451,-72.3056,4.168371466007614
39.33815,-72.19931,4.191961184515124
39.311657,-72.09314,4.220023951631311
39.285027,-71.98706,4.2566070262784255
39.25827,-71.88104,4.319366034909851
39.231373,-71.77515,4.3861167955917635
39.20435,-71.66937,4.46184214154414
39.177193,-71.56366,4.561603471563253
39.1499,-71.45804,4.622218580341031
39.122475,-71.35254,4.663348356960482
39.09493,-71.24713,4.716163911803983
39.06724,-71.141846,4.761207499244527
39.03942,-71.03662,4.808937785499966
39.011482,-70.93152,4.884947392465969
38.983414,-70.82651,4.9705218739353025
38.955204,-70.72159,5.060064303750977
38.926857,-70.61676,5.151121569597359
38.898396,-70.512054,5.224009872841873
38.8698,-70.40744,5.27177610510693
38.841072,-70.30295,5.321267751173678
38.81222,-70.19855,5.3897809919610795
38.783234,-70.09421,5.454574000207299
38.754124,-69.99002,5.529515649451504
38.72488,-69.885895,5.633166636682598
38.69551,-69.78192,5.750528740801271
38.666008,-69.67798,5.848882184537318
38.636383,-69.57422,5.918168039634439
38.606632,-69.47052,6.0379489363921
38.57675,-69.36691,6.132192967920104
38.54674,-69.26343,6.187753765710334
38.5166,-69.160034,6.286079503667608
38.486343,-69.05676,6.365389020315637
38.455956,-68.95358,6.416468437902219
38.42544,-68.850494,6.4604946022647285
38.394794,-68.74753,6.497347207725039
38.364025,-68.64465,6.532369486846501
38.333138,-68.54193,6.650596685040775
38.302116,-68.43927,6.733810681173818
38.270977,-68.3367,6.814830077882628
38.239708,-68.23428,6.904483428993813
38.208317,-68.13193,7.01933667906133
38.176792,-68.02969,7.119922823518609
38.14515,-67.92758,7.154035996964773
38.113384,-67.82556,7.180407874198045
38.081497,-67.72366,7.235178196004504
38.049484,-67.62186,7.3340233285382395
38.01734,-67.52014,7.409867743323275
37.985085,-67.41855,7.4799454353722075
37.9527,-67.31708,7.523806945571236
37.920197,-67.2157,7.549759262754451
37.887566,-67.11444,7.598645862405048
37.854824,-67.013306,7.640488038495889
37.82195,-66.91226,7.669612260994686
37.788948,-66.81131,7.7005308363205085
37.755833,-66.71045,7.766372269634585
37.722595,-66.60974,7.819753570036532
37.68924,-66.509155,7.873174192993149
37.655758,-66.40866,7.878910408961708
37.62216,-66.30826,7.846847043859604
37.588436,-66.20795,7.851898184183306
37.5546,-66.10779,7.848371062172162
37.520638,-66.00772,7.817102554624335
37.486557,-65.907776,7.760755745877522
37.45236,-65.80792,7.747707650126616
37.418045,-65.70819,7.708322741118693
37.383602,-65.60858,7.6664089241893
37.34904,-65.50906,7.675517747385866
37.314373,-65.40967,7.680205515432799
37.27958,-65.310394,7.639894939653952
37.24467,-65.21121,7.575336668855607
37.209644,-65.11215,7.494036978478223
37.1745,-65.01318,7.502228001201343
37.13923,-64.91434,7.55803602903069
37.10385,-64.81561,7.538533241295629
37.06836,-64.71701,7.464714099533972
37.03274,-64.6185,7.367434130239752
36.997013,-64.52011,7.285635508721616
36.96117,-64.421844,7.2874028090120735
36.92521,-64.32367,7.295762274911163
36.889126,-64.225586,7.314072275163121
36.852924,-64.127655,7.308670889158925
36.816624,-64.02985,7.262838883512837
36.7802,-63.93213,7.190159457898056
36.743664,-63.834534,7.136946517380686
36.707012,-63.73703,7.09899190209826
36.670246,-63.63965,7.107927230754992
36.633366,-63.54239,7.070771231944272
36.59637,-63.44525,7.032534956816718
36.55927,-63.348206,6.97052293146924
36.52205,-63.251312,6.859124328121293
36.484722,-63.15451,6.775910348861898
36.44726,-63.0578,6.709541408457203
36.409702,-62.961212,6.678855144662153
36.372032,-62.864746,6.620341655836283
36.334255,-62.768433,6.5958329753578715
36.296352,-62.67218,6.630019176273636
36.258354,-62.57605,6.618462167530904
36.22023,-62.48004,6.576112102042757
36.18201,-62.384155,6.532202846993883
36.143665,-62.28839,6.454879437829498
36.10521,-62.19272,6.412890653086466
36.066658,-62.097168,6.308298716347339
36.02799,-62.00174,6.236943916301778
35.98921,-61.906433,6.1986296376154355
35.950314,-61.81122,6.140562997432647
35.911312,-61.716125,6.091933164147228
35.872208,-61.621185,6.040073877210098
35.832993,-61.526337,5.956176939760722
35.79367,-61.43158,5.884183234396458
35.754227,-61.336975,5.833384530527563
35.71468,-61.24243,5.793477482334896
35.675037,-61.14807,5.769721745578813
35.63527,-61.053772,5.747358233405132
35.59541,-60.959625,5.714913838030136
35.55544,-60.86557,5.658810885621089
35.51536,-60.771637,5.628764155432037
35.47516,-60.677826,5.595859485969918
35.434875,-60.584106,5.553810468838563
41.82319,-94.98749,3.2293648638501957
41.82656,-94.871704,3.219729685909527
41.82978,-94.75592,3.194357228590039
41.832848,-94.64011,3.208480208844089
41.83576,-94.52429,3.2399532683541663
41.83851,-94.40845,3.2495808076709736
41.841106,-94.29257,3.2670602780521474
41.84355,-94.17673,3.2756386763624223
41.845848,-94.06085,3.289162082222156
41.847984,-93.94498,3.3142677954764928
41.849964,-93.8291,3.3240021143725405
41.851788,-93.713196,3.3010035531134476
41.853466,-93.59732,3.277560720440981
41.854984,-93.481384,3.2922077283435023
41.856346,-93.36548,3.3436662207745322
41.85755,-93.24957,3.371467728781824
41.858612,-93.13364,3.3720791157695316
41.85951,-93.0177,3.3710508687489003
41.860252,-92.901764,3.3634108262928466
41.860832,-92.78583,3.3517725956473727
41.86127,-92.66992,3.3510363786169077
41.86155,-92.553955,3.3647757735818513
41.861675,-92.43802,3.362294925592823
41.861645,-92.32208,3.3810176539620125
41.861458,-92.20615,3.4133466821004426
41.861122,-92.09021,3.422365288235224
41.86063,-91.97424,3.410473334857794
41.859974,-91.85834,3.4092603835755506
41.85916,-91.7424,3.407642912092434
41.85821,-91.626495,3.4191400677398347
41.857094,-91.51056,3.4412250384257392
41.855827,-91.39462,3.465089309462262
41.854397,-91.27872,3.4640766697849026
41.85282,-91.16284,3.4335842177293854
41.85109,-91.046906,3.41468300107965
41.849197,-90.93103,3.4040912357691915
41.84716,-90.815155,3.4088224183788713
41.844955,-90.69928,3.4262506972036024
41.84261,-90.583374,3.456096068569959
41.840096,-90.46753,3.468069242490982
41.837433,-90.351715,3.5047901414015743
41.834618,-90.2359,3.4847965470081363
41.831654,-90.120056,3.466465843376216
41.82852,-90.00424,3.496650475699382
41.82525,-89.88846,3.526480321110511
41.82181,-89.772675,3.517776618550638
41.818222,-89.65692,3.528014527787701
41.81448,-89.54117,3.504989491957041
41.81058,-89.425446,3.4755544652296138
41.806526,-89.30972,3.4506283907530544
41.802322,-89.19403,3.452233916984089
41.797962,-89.07834,3.471053743705603
41.793446,-88.96268,3.496639207192386
41.788776,-88.847046,3.5195371949632737
41.78396,-88.731415,3.5310156888870616
41.778976,-88.615814,3.532206316842838
41.773846,-88.500244,3.5646145610119837
41.768562,-88.384674,3.589703079656342
41.763123,-88.269135,3.627000505193362
41.75752,-88.153625,3.637999655208074
41.751785,-88.03815,3.640519460156992
41.74588,-87.92267,3.592314170227669
41.73983,-87.80725,3.6218951750871304
41.733616,-87.6918,3.640523004254201
41.72725,-87.576416,3.5910007220678675
41.720734,-87.46106,3.4863065284588197
41.714066,-87.34573,3.465985770658572
41.707245,-87.23041,3.5078927545546152
41.700268,-87.11514,3.544883948052412
41.69314,-86.99991,3.5865595734242808
41.685856,-86.884674,3.6728974121641804
41.678425,-86.7695,3.7840669522574584
41.670837,-86.65433,3.744151559397377
41.66309,-86.539215,3.7072909867255466
41.6552,-86.42413,3.684305636092328
41.647152,-86.30908,3.6792442540708405
41.638954,-86.19403,3.6934114119649566
41.630596,-86.07904,3.6419203227569996
41.622093,-85.96411,3.6556430197174827
41.613434,-85.84918,3.678786240377226
41.60462,-85.734314,3.6635758568926153
41.59566,-85.619446,3.6505213913365893
41.586555,-85.50464,3.6329637623966518
41.577274,-85.38989,3.623448655817772
41.567856,-85.27515,3.6143210408852293
41.558292,-85.16046,3.605553401829661
41.548565,-85.04581,3.5820299461766125
41.53869,-84.93121,3.5729330342731145
41.528667,-84.81662,3.542516373011788
41.518486,-84.70209,3.554906504610973
41.508156,-84.587616,3.561955055645261
41.497673,-84.473175,3.5436633579726506
41.487038,-84.358765,3.525297035694424
41.476257,-84.244415,3.522925186296908
41.46532,-84.13013,3.5220219261148906
41.454235,-84.01584,3.494648504682234
41.442993,-83.90161,3.4901020171599972
41.43161,-83.787445,3.493606618589633
41.420067,-83.67334,3.5139459552694396
41.408375,-83.559265,3.52584650617855
41.39654,-83.44522,3.536616051374463
41.38455,-83.33124,3.554553845846076
41.372402,-83.217285,3.55655098163151
41.36012,-83.103424,3.5849376258098826
41.347675,-82.98959,3.657263386252849
41.335083,-82.87579,3.6838272441758217
41.322346,-82.762085,3.6763626830959755
41.309456,-82.64844,3.7003231797455043
41.296413,-82.53479,3.7591454174952275
41.283226,-82.4212,3.794089077210465
41.269882,-82.30771,3.807478380993192
41.256393,-82.194244,3.8370397116315837
41.242764,-82.08084,3.9348330415678774
41.228973,-81.9675,4.051836338709184
41.215034,-81.85419,4.184623862579141
41.200954,-81.74097,4.307240304578399
41.18672,-81.62778,4.273952898131611
41.172337,-81.51465,4.244119015899852
41.157814,-81.40161,4.219614345748494
41.14313,-81.288605,4.259982635598439
41.128315,-81.17566,4.175988261760525
41.11334,-81.062775,4.068591126210732
41.098217,-80.94992,4.0403193989417465
41.08295,-80.83716,4.040003575025729
41.067528,-80.72449,4.088502902835228
41.051964,-80.61185,4.143014756535862
41.03625,-80.49927,4.205035175369534
41.020397,-80.38672,4.352872685094332
41.004395,-80.27429,4.454844341816145
40.988235,-80.16193,4.47150215830167
40.97194,-80.04959,4.443026433414805
40.955494,-79.93732,4.432107528293707
40.9389,-79.825134,4.443481327602612
40.922165,-79.71301,4.399960451668482
40.90528,-79.60095,4.389484361141272
40.888252,-79.48898,4.483236666760074
40.871075,-79.377045,4.560714606762108
40.85376,-79.2652,4.561667086738759
40.836292,-79.15341,4.580749190578967
40.81868,-79.04169,4.592091826505444
40.80092,-78.93005,4.500892206228568
40.78302,-78.81848,4.395316138915632
40.764973,-78.70697,4.2184275100780075
40.74678,-78.59555,4.115372127004461
40.728447,-78.48419,4.133624409835389
40.70997,-78.372925,4.156658409583634
40.69134,-78.26169,4.139322931916413
40.672573,-78.15054,4.057313821157137
40.653664,-78.03949,3.9692628421783738
40.634605,-77.92847,4.06106756643681
40.61541,-77.817566,4.1458842127267035
40.596066,-77.706726,4.114996605645004
40.57658,-77.59595,3.9821995751271677
40.556953,-77.48526,3.9950108893208083
40.53718,-77.374664,4.080313306191875
40.51727,-77.2641,4.196402256267234
40.497208,-77.153656,4.226507123602302
40.47701,-77.043274,4.214708907657326
40.456676,-76.93298,4.283785285535479
40.436188,-76.82272,4.452652606826091
40.41556,-76.712585,4.608216347013251
40.3948,-76.60254,4.6092818439373815
40.373894,-76.49255,4.437329199713801
40.352844,-76.38263,4.362451941873794
40.33165,-76.27283,4.378918840271678
40.310318,-76.163055,4.3428580122149265
40.288857,-76.053406,4.254023799589391
40.26724,-75.94382,4.228406639376971
40.245487,-75.83435,4.207629894685437
40.223595,-75.724915,4.2036891626277795
40.20156,-75.6156,4.1437682626700605
40.17939,-75.50635,4.160645968166829
40.157078,-75.39719,4.236902276468879
40.13463,-75.28812,4.31516268125502
40.112038,-75.17914,4.381465535109972
40.08931,-75.07025,4.3775871442127885
40.066444,-74.961426,4.292860032784058
40.04344,-74.85269,4.165706667692269
40.020294,-74.74402,4.1334192013873645
39.99701,-74.6355,4.139476219037888
39.973587,-74.52701,4.065837892502499
39.95003,-74.41864,4.0299203454306
39.926334,-74.31033,4.046416183064213
39.902504,-74.20215,4.075997231995081
39.87853,-74.093994,3.9738995110630824
39.854416,-73.98599,3.883872518921945
39.830173,-73.87805,3.872356648964819
39.805798,-73.7702,3.8534449022595685
39.781273,-73.662476,3.8347599186367076
39.756622,-73.55481,3.835917234805298
39.731834,-73.447205,3.8351807072149713
39.706905,-73.33975,3.840959222569119
39.681843,-73.23236,3.8524873496900014
39.656647,-73.12506,3.8772956813912174
39.631313,-73.01788,3.9216616545257024
39.605854,-72.91077,3.940626335674181
39.580242,-72.80371,3.9768844166724158
39.55451,-72.69681,4.0287044369861675
39.528637,-72.59,4.038710741919657
39.502632,-72.48328,4.06776374010904
39.476494,-72.37665,4.111221119480699
39.450222,-72.27008,4.15291963952614
39.423817,-72.163635,4.192597768512497
39.397278,-72.05728,4.214319305937749
39.3706,-71.95105,4.2356876422380205
39.343796,-71.84488,4.280720149620732
39.316856,-71.73883,4.340714087199515
39.289787,-71.63287,4.423952485775478
39.26258,-71.52701,4.534029865429422
39.235245,-71.4212,4.594749666402329
39.20778,-71.31555,4.634493290542603
39.180183,-71.20999,4.688150283134029
39.15245,-71.10452,4.73703137007443
39.124588,-70.999146,4.779685654047147
39.096603,-70.89389,4.83605119057534
39.068478,-70.78873,4.903385415708878
39.040222,-70.683624,4.988146206330488
39.011833,-70.57864,5.072843671437784
38.983322,-70.473785,5.155960655020112
38.95468,-70.36902,5.212492159772217
38.925903,-70.26434,5.26675036810163
38.897003,-70.15979,5.340972441361736
38.86797,-70.0553,5.386939745870358
38.838806,-69.95093,5.446882754052764
38.80952,-69.84668,5.542946846935948
38.7801,-69.74255,5.681326327658417
38.750557,-69.63849,5.802330382834037
38.72088,-69.534515,5.86138779600956
38.69108,-69.430664,5.967570074190729
38.661148,-69.326904,6.06961531871155
38.631092,-69.22327,6.140317054725279
38.600903,-69.11975,6.2270703376773175
38.57059,-69.0163,6.328312777968302
38.540154,-68.912994,6.384026729393275
38.509586,-68.80975,6.418094649058986
38.478897,-68.706635,6.479125947717305
38.448082,-68.60361,6.495100633179059
38.417137,-68.50073,6.592909635848253
38.38607,-68.39789,6.676889579202994
38.35487,-68.29523,6.760837408969962
38.32355,-68.19263,6.851377462693318
38.292107,-68.09015,6.954272275720894
38.260536,-67.98776,7.07494931018371
38.22884,-67.8855,7.119976132873533
38.19703,-67.783325,7.131143304531269
38.165092,-67.681274,7.157516792923775
38.133022,-67.579315,7.247624338250202
38.10083,-67.47748,7.339111834389139
38.068523,-67.37573,7.405137493154531
38.036087,-67.27414,7.464849458457182
38.00353,-67.17261,7.516246515027481
37.97084,-67.0712,7.561937777157355
37.938046,-66.96991,7.609682637012729
37.905125,-66.86871,7.623637426685348
37.87207,-66.76764,7.675323470420044
37.838905,-66.66666,7.7672011455850924
37.805614,-66.565796,7.799423302530406
37.7722,-66.46506,7.834853720891033
37.738667,-66.36444,7.867762837358705
37.70502,-66.263885,7.874125479877909
37.67124,-66.16345,7.877990320937745
37.637352,-66.06314,7.878975871587266
37.603336,-65.96295,7.829824196212908
37.5692,-65.862854,7.794706531748925
37.53495,-65.76288,7.781564179326058
37.500576,-65.663025,7.759495878702112
37.466087,-65.56329,7.706169710250562
37.431473,-65.46359,7.696892177463103
37.396744,-65.364075,7.709955063082459
37.361904,-65.26465,7.6740786741785705
37.32694,-65.165344,7.63862924407822
37.291855,-65.06616,7.5808163065958025
37.256653,-64.96707,7.553026693936913
37.221333,-64.8681,7.593696058677458
37.185898,-64.769226,7.59162615787568
37.150352,-64.6705,7.51894802989005
37.114677,-64.57187,7.45716383647276
37.07889,-64.47333,7.381487862747806
37.043,-64.37494,7.347971075315861
37.00698,-64.27664,7.343282355265259
36.97084,-64.17844,7.360579564537443
36.93459,-64.08038,7.324868662708806
36.89823,-63.98242,7.284433416891182
36.861755,-63.884583,7.240725602597906
36.82516,-63.786865,7.199717202044933
36.788452,-63.68924,7.174484884389546
36.75163,-63.591736,7.1533596558633485
36.71469,-63.494354,7.143653432644278
36.67764,-63.397064,7.095817081706582
36.64048,-63.299927,7.054112613191535
36.603203,-63.20288,6.968726301305496
36.56582,-63.105957,6.869734019348153
36.5283,-63.009125,6.805020895576051
36.490692,-62.912445,6.7411137103647025
36.452965,-62.815857,6.675382753854578
36.415123,-62.71939,6.645416570975503
36.37717,-62.623016,6.640796060529047
36.33911,-62.526794,6.63092574068173
36.300934,-62.430664,6.588535740329767
36.262653,-62.334656,6.548022954147952
36.22425,-62.23877,6.483864405713147
36.18574,-62.142975,6.442639567234942
36.14713,-62.047302,6.353733191926601
36.108402,-61.951782,6.280829995510626
36.069565,-61.856354,6.246875733664185
36.030613,-61.761017,6.191096414179167
35.991558,-61.665802,6.13727956992561
35.952393,-61.57074,6.076992782541684
35.913116,-61.47577,6.005033959847285
35.87373,-61.38089,5.934852028236055
35.83424,-61.286194,5.881924121896737
35.794632,-61.19153,5.84753418625634
35.754936,-61.097046,5.815485915072113
35.715103,-61.002655,5.787318586220288
35.675186,-60.908386,5.7610704659202225
35.63516,-60.81421,5.711184402350144
35.595024,-60.720184,5.681202728317035
35.554768,-60.62622,5.650151046106067
35.514416,-60.53244,5.586726257779965
41.913116,-94.99231,3.2092565390835044
41.9165,-94.87631,3.204196421406049
41.91972,-94.760315,3.2092995895174052
41.922787,-94.64429,3.2318676622245275
41.92571,-94.52826,3.2475275295470203
41.928467,-94.4122,3.255966741212283
41.931072,-94.29611,3.2731686801108952
41.93352,-94.18005,3.2801388587323586
41.935818,-94.063965,3.2933859952248006
41.93796,-93.947876,3.3175294239837423
41.93994,-93.83176,3.3327307362232172
41.941776,-93.71567,3.3156594407860016
41.943447,-93.59955,3.312559096069393
41.94497,-93.4834,3.3239140327225085
41.94634,-93.36728,3.350731418715367
41.947548,-93.25113,3.3504117065111134
41.9486,-93.13501,3.334795249041886
41.9495,-93.01886,3.315726245509486
41.950253,-92.90271,3.324474320193914
41.95084,-92.78656,3.3302732944792752
41.951267,-92.67041,3.349287906996282
41.95155,-92.55426,3.355006171407822
41.95167,-92.43808,3.3663352510619915
41.951645,-92.32193,3.381342489351018
41.951458,-92.20578,3.4172160082688574
41.95112,-92.08963,3.4172718207545185
41.950615,-91.97345,3.400485494094752
41.949963,-91.8573,3.3898356338764213
41.94916,-91.74118,3.3845645184745488
41.948204,-91.62503,3.3992694729421133
41.947083,-91.50888,3.443446003165883
41.945816,-91.39273,3.45352216784621
41.94439,-91.27661,3.4478617740709776
41.942802,-91.16049,3.428734230497155
41.94107,-91.04437,3.4278357899016636
41.93918,-90.92828,3.425107227334691
41.937134,-90.812195,3.438947867917159
41.93493,-90.696106,3.4514770318872947
41.932575,-90.57999,3.455992258189124
41.93006,-90.46393,3.4876400765759956
41.927395,-90.34787,3.5048041819934017
41.924564,-90.23181,3.44342491648951
41.9216,-90.11578,3.434784516155778
41.918465,-89.999756,3.4897863847258033
41.915176,-89.88376,3.524310295295023
41.911736,-89.76776,3.511510335948399
41.90814,-89.651794,3.538602647695426
41.90439,-89.53583,3.507116183614681
41.90049,-89.41986,3.4891872213913073
41.896423,-89.303955,3.4553765965990206
41.892212,-89.18805,3.4450151099653024
41.887844,-89.07211,3.451484718113486
41.88332,-88.95624,3.453437157226955
41.87864,-88.84039,3.4489808144552705
41.873814,-88.72455,3.4642001548825863
41.868824,-88.608734,3.5064986761539707
41.86368,-88.49295,3.544327279388349
41.858387,-88.37717,3.5472114978513787
41.852936,-88.26141,3.5579601782957684
41.847332,-88.14569,3.6048401848925415
41.84158,-88.02997,3.585498688393061
41.835663,-87.91431,3.576163248435861
41.829597,-87.798645,3.5941764982302984
41.82337,-87.68298,3.611394952953707
41.817,-87.56741,3.508393245445462
41.810474,-87.45184,3.4249974315399334
41.803795,-87.3363,3.444046869803881
41.796955,-87.220764,3.485984570549351
41.78997,-87.105286,3.5148921615124027
41.78283,-86.98984,3.5398434143442876
41.775528,-86.87439,3.621615411780093
41.76808,-86.759,3.706900002018609
41.76048,-86.643616,3.769190929957559
41.752724,-86.52829,3.7500630214148507
41.744812,-86.412994,3.692383791407653
41.73675,-86.29773,3.6516335402043674
41.728535,-86.182465,3.6647837750596977
41.720165,-86.06726,3.6736449691168067
41.711647,-85.95212,3.7027115075262973
41.702976,-85.837006,3.677553249539612
41.69414,-85.72189,3.637962008689004
41.68517,-85.60684,3.626452547244221
41.676037,-85.49182,3.6385965262702302
41.666756,-85.37683,3.633120404580129
41.65731,-85.2619,3.6116833861313626
